1.1092000000	0.1739092167	0.0020399022	74.8535800000	0.7122954159	
1.3008000000	0.1948504933	0.0019632695	63.7940800000	0.5592478169	
1.5255000000	0.2131932267	0.0016185475	51.4920600000	0.6769532248	
1.7890000000	0.2305673533	0.0016245191	40.3699200000	0.4166705029	
2.0980000000	0.2434011267	0.0028086120	29.4816600000	0.7166108671	
2.4600000000	0.2516531967	0.0012748185	17.7165200000	0.4182821649	
2.8850000000	0.2542242967	0.0016128555	7.0434800000	0.5103951348	
3.3830000000	0.2474383700	0.0017816139	-3.6453200000	0.4151073088	
3.9680000000	0.2384411867	0.0015380109	-14.8884200000	0.4420811192	
4.6540000000	0.2188268300	0.0014852692	-23.7498600000	0.1787246356	
5.4580000000	0.1990370067	0.0008197183	-32.5010200000	0.1692847424	
6.4000000000	0.1786675933	0.0008660491	-40.4688000000	0.3422623532	
7.5060000000	0.1561180133	0.0003253942	-47.3492200000	0.1552086683	
8.8030000000	0.1343075100	0.0002584932	-52.2922600000	0.2397576795	
10.3240000000	0.1156251667	0.0005024513	-56.1781000000	0.1186737328	
12.1070000000	0.0990440550	0.0003046309	-58.6091000000	0.1016724526	
14.1990000000	0.0857292357	0.0004242934	-59.6999000000	0.0888745123	
16.6520000000	0.0745585793	0.0002878794	-60.2051800000	0.0555826024	
19.5280000000	0.0657208860	0.0000471251	-60.0151800000	0.1229275323	
22.9000000000	0.0588510330	0.0001041341	-59.5464600000	0.1237824789	
26.8500000000	0.0531016287	0.0000544911	-59.2357600000	0.0846569058	
31.4900000000	0.0486584870	0.0000906335	-59.2092200000	0.0825167152	
36.9300000000	0.0447979017	0.0000528854	-59.5433800000	0.0568064448	
43.3200000000	0.0414062967	0.0000142411	-60.4993200000	0.0376310766	
50.8000000000	0.0384283050	0.0000155550	-62.0349000000	0.0224291527	
59.5800000000	0.0356018557	0.0000251358	-64.3225600000	0.0234760192	
69.8700000000	0.0329483217	0.0000220896	-67.3798200000	0.0181257481	
81.9400000000	0.0303041000	0.0000000000	-71.0865000000	0.0139498624	
96.0900000000	0.0277188433	0.0000170417	-75.5423800000	0.0138003781	
112.6900000000	0.0250648600	0.0000142513	-80.6952000000	0.0172520175	
132.1600000000	0.0224373340	0.0000127656	-86.5096600000	0.0236310351	
154.9900000000	0.0198362967	0.0000024861	-93.0183600000	0.0206594557	
181.7700000000	0.0173013633	0.0000079641	-99.9773600000	0.0053371670	
213.1000000000	0.0148660650	0.0000102744	-107.3958600000	0.0115509805	
250.0000000000	0.0125931250	0.0000145719	-115.1865000000	0.0143329963	
